,ID,Ortsteil,Bezirk,Typ,Bezeichnung,Ensemble_Info,Zugehörigkeit,Adresse,Adresse2,Architekt und weitere Informationen,Jahr
6439,09060004,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Kanzowstraße 16,,Deute & Paul ,1911-13
6440,09060005,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Prenzlauer Allee 178 / Kanzowstraße 17,,Olander Gröffell ,1910-11
6441,09095361,PAN/PRENZ-E,Pankow,Ensemble,"Bötzow-Brauerei, Denkmal, Mietshäuser und Gewerbebauten",Ensemble-Bestandteil,Gesamtanlage siehe: Prenzlauer Allee 242-247 - Baudenkmal siehe: Metzer Straße 13; Prenzlauer Allee 247,Prenzlauer Allee 242-247,"Metzer Straße 11-20, 24-26 - Saarbrücker Straße 3-7, 29-30 - Straßburger Straße 18",,
6442,09095377,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Metzer Straße 11,,,1877
6443,09095379,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Metzer Straße 12,,,1876
6444,09095381,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Metzer Straße 14,,,1878
6445,09095382,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Metzer Straße 15,,,1876
6446,09095383,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Metzer Straße 16,,,1876
6447,09095384,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Metzer Straße 17,,,1876
6448,09095385,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Metzer Straße 18,,,1877
6449,09095386,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Metzer Straße 19,,,1882
6450,09095387,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Metzer Straße 20,,,1877
6451,09090304,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Metzer Straße 24,,,1876-77
6452,09090305,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Metzer Straße 25,,,1876-77
6453,09090306,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Metzer Straße 26,,G. Kleist ,1876-77
6454,09095389,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Saarbrücker Straße 6,,,1883
6455,09095390,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Saarbrücker Straße 7,,,1884
6456,09095400,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Saarbrücker Straße 29,,,1883
6457,09095401,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Saarbrücker Straße 30,,,1884
6458,09095408,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus und Werkstattgebäude,Ensemble-Bestandteil,,Straßburger Straße 18,,,1880
6459,09085403,PAN/PANKO-E,Pankow,Ensemble,Betriebswerk Pankow,Ensemble-Bestandteil,"Baudenkmale siehe: Prenzlauer Promenade, Rundschuppen; Ringlokschuppen; Sozialgebäude - (PAN/PANKO-E) ",Prenzlauer Promenade, Am Feuchten Winkel ,,1893-1961
6460,09040360,PAN/HEIND-E,Pankow,Ensemble,"Dorfkern Heinersdorf mit Dorfkirche, ab",Ensemble-Bestandteil,Gesamtanlage siehe: Romain-Rolland-Straße 54/56 - Baudenkmale siehe: Romain-Rolland-Straße 43; 49; 52 - Gartendenkmale siehe: Romain-Rolland-Straße 54; 56 - Konstituierende Bestandteile des Ensembles:,"Romain-Rolland-Straße 43, 49, 50/62, 66",,,1300 und 1909 und 1922
6461,09040363,PAN/HEIND-E,Pankow,Ensemble,"Wohnhaus, Scheune, Stall und Einfriedung",Ensemble-Bestandteil,,Romain-Rolland-Straße 50,,,1890-1900
6462,09040366,PAN/HEIND-E,Pankow,Ensemble,,Ensemble-Bestandteil,,Romain-Rolland-Straße 58,,,1885
6463,09040367,PAN/HEIND-E,Pankow,Ensemble,Wohnhaus mit Läden,Ensemble-Bestandteil,,Romain-Rolland-Straße 62,,,1895
6464,09040368,PAN/HEIND-E,Pankow,Ensemble,ehem. Dorfkrug,Ensemble-Bestandteil,,Romain-Rolland-Straße 66,Romain-Rolland-Straße 60 - (PAN/HEIND-E),,1900
6465,09050070,PAN/PRENZ-E,Pankow,Ensemble,Mietshäuser,Ensemble-Bestandteil,,Schivelbeiner Straße 42-47, Bestandteile des Ensembles: ,,
6466,09050071,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Schivelbeiner Straße 42,,Emil Rödiger ,1905
6467,09050072,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Schivelbeiner Straße 43-44,,A. Wischkat ,1905
6468,09050073,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Schivelbeiner Straße 45 Mietshaus,,,1905
6469,09050074,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Schivelbeiner Straße 46 Mietshaus,,,1905
6470,09050075,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Schivelbeiner Straße 47,,,1905
6471,09090296,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlagen und Finanzamt,Ensemble-Bestandteil,Baudenkmal siehe: Schneeglöckchenstraße 26,"Schneeglöckchenstraße 20/22, 26, 30/32, 40/42","Chrysanthemenstraße 1-3, 4/12 - Maiglöckchenstraße 34/36 - Oderbruchstraße 5/11 - Oleanderstraße 15, 17-19",,
6472,09090298,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Chrysanthemenstraße 2/12 / Oderbruchstraße 5/11 / Schneeglöckchenstraße 20/22,,"Paul Karchow, Rehne und Zühlke ",1927-30
6473,09090299,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Maiglöckchenstraße 34/36 / Schneeglöckchenstraße 40/42,,Georg Pfeiffer ,1929-30
6474,09090300,PAN/PRENZ-E,Pankow,Ensemble,/ Schneeglöckchenstraße 30/32,Ensemble-Bestandteil,,,,Siegfried Bernstein & Paul Müller ,1930-31
6475,09050076,PAN/PRENZ-E,Pankow,Ensemble,Mietshäuser und Schule,ganzes Ensemble,Gesamtanlage siehe: Schönfließer Straße 7 - Baudenkmal siehe: Schönfließer Straße 5,Schönfließer Straße 5-7,,,
6476,09050078,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Schönfließer Straße 6,,,1905-06
6477,09050110,PAN/PRENZ-E,Pankow,Ensemble,"Senefelderplatz, Platzanlage, Denkmal, U-Bahnhof, Mietshäuser",Ensemble-Bestandteil,"Baudenkmale siehe: Kollwitzstraße 2; 6; 8; 10; Saarbrücker Straße 15; Senefelderplatz, Denkmal, U-Bahnhof - Gartendenkmal siehe: Senefelderplatz",Senefelderplatz,"Kollwitzstraße 2, 6/12 - Saarbrücker Straße 15-17",,
6478,09095368,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Kollwitzstraße 12,,G. Schmidt ,1874
6479,09095398,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Saarbrücker Straße 16,,Otto Marquardt ,1877
6480,09090301,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage und Geschäftshaus der Rudolph Karstadt AG,ganzes Ensemble,"Gesamtanlage siehe: Greifswalder Straße 81, 84",Storkower Straße 2/24,"Greifswalder Straße 81, 84 - Pieskower Weg 2/14",,
6481,09090303,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Pieskower Weg 2/14 / Storkower Straße 13,,Schneckenburg ,1930
6482,09040354,PAN/HEIND-E,Pankow,Ensemble,"(Heinersdorf), Wasserturm",ganzes Ensemble,Baudenkmal siehe: Tino-Schwierzina-Straße 77 (Heinersdorf),"Tino-Schwierzina-Straße 66, 77 (Heinersdorf)",,Richard Ermisch ,1911 und 1934-35
6483,09040355,PAN/HEIND-E,Pankow,Ensemble,Schule und Turnhalle,Ensemble-Bestandteil,,Tino-Schwierzina-Straße 66,,Richard Ermisch ,1934-37
6484,09010216,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage der Berliner Gemeinnützigen Baugesellschaft von,Ensemble-Bestandteil,Baudenkmale siehe: Torstraße 75; 85/87,"Torstraße 75, 79, 83/87",Zehdenicker Straße 26-28,1852 und Mietshäuser,1852
6485,09095572,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Torstraße 79,,,1850
6486,09095573,PAN/PRENZ-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Torstraße 83,,,1852 und 1887-88
6487,09030249,PAN/NIEDS-E,Pankow,Ensemble,Wohnhäuser mit Vorgarteneinfriedung und Remisen,Ensemble-Bestandteil,Baudenkmal siehe: Tschaikowskistraße 44,"Tschaikowskistraße 39, 41/43, 44, 50",,,
6488,09030250,PAN/NIEDS-E,Pankow,Ensemble,Wohnhaus mit Vorgarteneinfriedung,Ensemble-Bestandteil,,Tschaikowskistraße 39,,,1890-95
6489,09030251,PAN/NIEDS-E,Pankow,Ensemble,"„Villa Kaiser“ mit Einfriedung, Garten und zwei Remisen der Baumschule in Niederschönhausen",Ensemble-Bestandteil,,"Tschaikowskistraße 41/43, „Villa Kaiser“ mit Einfriedung",,,1895 und 1905
6490,09030253,PAN/NIEDS-E,Pankow,Ensemble,Wohnhaus mit Vorgarteneinfriedung um,Ensemble-Bestandteil,,Tschaikowskistraße 50,,,1895
6491,09060040,PAN/PRENZ-E,Pankow,Ensemble,Kath. Pfarrkirche zur Heiligen Familie mit Pfarr- und Gemeindehaus und Wohnanlage,ganzes Ensemble,Baudenkmal siehe: Wichertstraße 22-23,Wichertstraße 21-23,Stahlheimer Straße 2-3A,,
6492,09060042,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Wichertstraße 21 / Stahlheimer Straße 2-3A,,Johann Tenne ,1926-28
6493,09060007,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlagen,Ensemble-Bestandteil,Gesamtanlagen siehe: Krügerstraße 2/16; Kuglerstraße 76/82; 77/85; Prenzlauer Allee 139-144,Wisbyer Straße 18-31,"Dunckerstraße 36-58 - Erich-Weinert-Straße 55/89 - Glaßbrennerstraße 1-22 - Gudvanger Straße 15/57, 24-52 - Krügerstraße 1-25 - Kuglerstraße 45-99 - Meyerheimstraße 5-6A, 11-13 - Prenzlauer Allee 136-144, 147-150 - Scherenbergstraße 9-13 - Stahlheimer Straße 4-20 - Varnhagenstraße 1-44",,
6494,09060012,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Erich-Weinert-Straße 77/79 / Dunckerstraße 36-39 / Meyerheimstraße 11-13 / Kuglerstraße 90/94,,Mebes & Emmerich ,1928
6495,09060013,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Erich-Weinert-Straße 85/89 / Prenzlauer Allee 147-150 / Meyerheimstraße 5-6A,,Josef Tiedemann ,1927-28
6496,09060014,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Kuglerstraße 45/47 / Glaßbrennerstraße 1/17 / Wisbyer Straße 18-19 / Scherenbergstraße 9-13,,Brandt für die Gagfah ,1929
6497,09060015,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Kuglerstraße 53/55 / Stahlheimer Straße 15-20 / Wisbyer Straße 20-21 / Glaßbrennerstraße 2/22,,Mebes & Emmerich für die Degewo ,1929
6498,09060016,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Kuglerstraße 59/65 / Varnhagenstraße 19/39 / Wisbyer Straße 22-23 / Stahlheimer Straße 9-14A,,Franz Fedler & Hans Kraffert ,1929-30
6499,09060018,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Kuglerstraße 60/66 / Varnhagenstraße1/17 / Erich-Weinert-Straße 57 / Stahlheimer Straße 5-8,,Werner Berndt ,1928-29
6500,09060019,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Kuglerstraße 68/72 / Gudvanger Straße 15/29 / Erich-Weinert-Straße 59/63 / Varnhagenstraße 2/14,,Werner Berndt ,1929-30
6501,09060017,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Kuglerstraße 69/71 / Gudvanger Straße 31/57 / Wisbyer Straße 24-25 / Varnhagenstraße 18/44,,Franz Fedler & Hans Kraffert ,1929-30
6502,09060010,PAN/PRENZ-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,Prenzlauer Allee 136-138 / Krügerstraße 21/25 / Dunckerstraße 42-45 / Wisbyer Straße 30-31,Erich-Weinert-Straße 55/ Stahlheimer Straße 4 - (PAN/PRENZ-E),Mebes & Emmerich ,1927-28
6503,09040545,PAN/WEIßS-E,Pankow,Ensemble,"Gemeindeforum am Kreuzpfuhl, Gemeindebauten, Wohn- und Mietshäuser und deren Treppenhäuser, Gartenanlagen und deren Ausstattungen, Freiflächen mit Platz- und Wegegestaltungen",Ensemble-Bestandteil,"Gesamtanlagen siehe: Pistoriusstraße 133; Woelckpromenade 2-7; 25-35; 36-37 - Baudenkmale siehe: Charlottenburger Straße 140; Pistoriusstraße 17; 24; 127-128; Woelckpromenade 38 - Gartendenkmale siehe: Woelckpromenade Parkanlage, Goldfischteich; Parkanlage am Kreuzpfuhl","Woelckpromenade 1-7, 25-38","Amalienstraße 20-22 - Berliner Allee 47, 51 - Charlottenburger Straße 1-3, 9-10, 140-142 - Max-Steinke-Straße 18-19 - Paul-Oestreich-Straße 1-8 - Parkstraße 102, 107-109 - Pistoriusplatz 4/8, 9-22 - Pistoriusstraße 16-17, 23-24B, 121, 126-127, 129-131, 133 - Schönstraße 16-28 - Tassostraße 1, 4-7, 11-17, 21-22",,1907-38
6504,09040557,PAN/WEIßS-E,Pankow,Ensemble,Wohnanlage,Ensemble-Bestandteil,,"Pistoriusplatz 2/8, 9-22 / Charlottenburger Straße 9-10 / Max-Steinke-Straße 18-19 / Pistoriusstraße 121, 125-126",,Wilms ,1930-32
6505,09040555,PAN/WEIßS-E,Pankow,Ensemble,Mietshaus,Ensemble-Bestandteil,,Pistoriusstraße 16,,Carl James Bühring ,1910
6506,09040556,PAN/WEIßS-E,Pankow,Ensemble,Restaurant der ehem. Turn- und Festspielhalle,Ensemble-Bestandteil,,Pistoriusstraße 23,,"Carl James Bühring, mit umgebenden Grünflächen ",1907-08
6507,09040553,PAN/WEIßS-E,Pankow,Ensemble,Wohnanlage mit Vorgärten,Ensemble-Bestandteil,,Pistoriusstraße 130-131 / Tassostraße 11-13,,,1929-30
6508,09040558,PAN/WEIßS-E,Pankow,Ensemble,Mietshausanlagen,Ensemble-Bestandteil,,"Tassostraße 1, 4-5, 14-16, 21-22 / Berliner Allee 47-51 / Charlottenburger Straße 1-3, 141-142 / Parkstraße 107-109",,Carl James Bühring ,1910-16
6509,09040554,PAN/WEIßS-E,Pankow,Ensemble,Wohnanlage mit Vorgärten,Ensemble-Bestandteil,,Tassostraße 6-7,,Werner Harting ,1937-38
6510,09040559,PAN/WEIßS-E,Pankow,Ensemble,"Woelckpromenade, östliche Straßenseite, Promenade",Ensemble-Bestandteil,,"Woelckpromenade, östliche Straßenseite", Denkmalbereiche (Gesamtanlagen) ,,1930
6511,09050577,PAN/PANKO-G,Pankow,Gesamtanlage,Wohnanlage mit Innenhof und Vorgarten,,,Achtermannstraße 1-7,"Bleicheroder Straße 31, 32-37 - Mendelstraße 28/38 - (PAN/PANKO-G)",Carl Fenten und Rudolf Klante (D) ,1922-23
6512,09050479,PAN/PANKO-G,Pankow,Gesamtanlage,Wohnanlage,,,Achtermannstraße 38-48,Klaustaler Straße 12-15 - Paracelsusstraße 9-13 - Prießnitzstraße 11-18 - (PAN/PANKO-G),Josef Tiedemann (siehe Ensemble Galenusstraße 6-24 und Gartendenkmal Achtermannstraße 38-48),1927-1928
6513,09040448,PAN/BLANB-G,Pankow,Gesamtanlage,"Alt-Blankenburg, Dorfkirche, Kirchhof und Einfriedung, Mitte 13. Jh.; Turm 14. Jh.; Chor 15. Jh. (D) (siehe Ensemble Alt-Blankenburg 1... und Gartendenkmal Alt-Blankenburg, Kirchhof)",,,Alt-Blankenburg, (PAN/BLANB-G) ,,
6514,09050467,PAN/BUCH-G,Pankow,Gesamtanlage,"Gutshof Buch mit Gutshaus, Inspektorenhaus, Gesindehaus, Pferde- u. Kuhstall, Taubenturm, Speicher, Schmiede, Kleintierstall, Waschhaus, Scheune, Spritzenhaus und Freiflächen, Anfang 19. bis Anfang 20. Jh. (D) (siehe Ensemble Alt-Buch 36-38A...)",,,Alt-Buch 45/51, (PAN/BUCH-G) ,,
6515,09085410,PAN/BUCH-G,Pankow,Gesamtanlage,Heimstätte für männlicher Brustkranke,,,Alt-Buch 74, Pölnitzweg - (PAN/BUCH-G) ,"Ludwig Hoffmann, Bildhauerarbeiten von August Vogel (D) (siehe Gartendenkmal Alt-Buch 74)",1901-05
6516,09040378,PAN/KAROW-G,Pankow,Baudenkmal,"Dorfkirche, 1. Hälfte 13. Jh. (D); und Kirchhof mit Einfriedung, Umbau, 17. Jh.; Turm",,,Alt-Karow 14, (PAN/KAROW-G) ,,1845-47 und 1900
6517,09085242,PAN/PANKO-G,Pankow,Gesamtanlage,Wohnanlage,,,Amalienpark 1-8,Breite Straße 2-2A - Wolfshagener Straße 90/96 - (PAN/PANKO-G),Otto March (D) (siehe Amalienpark 1-8),1896-97
6518,09065356,PAN/NIEDS-G,Pankow,Gesamtanlage,"Erich-Weinert-Siedlung, Wohnanlage",,,Beatrice-Zweig-Straße 1-12,"Heinrich-Mann-Straße 42 - Hermann-Hesse-Straße 77/87 - Homeyerstraße 31, 37/39 - (PAN/NIEDS-G)","Hanns Hopp; Erich-Weinert Memorial, 1961 (D) (siehe Gartendenkmal Beatrice-Zweig-Straße 2)",1950-51 und 1961
6519,09030610,PAN/WEIßS-G,Pankow,Gesamtanlage,Kath. St.-Joseph-Kirche mit Pfarr- und Gemeindehaus,,,Behaimstraße 29/39, (PAN/WEIßS-G) ,"Moritz & Welz und Schule, 1905-06 von Moritz & Welz (D)",1898-99 und 1905-06
6520,09030611,PAN/WEIßS-G,Pankow,Gesamtanlage,"Sternecker Brauerei, Fabrikgebäude",,,Berliner Allee 121/125, (PAN/WEIßS-G) ,,1885-86 und 1922-27 und 1900
6521,09030612,PAN/WEIßS-G,Pankow,Gesamtanlage,"Dorfkirche Weißensee, Kern vermutlich 2. Hälfte 15. Jh.; Westportal und Turmaufsatz nach",,,Berliner Allee 180/182, Falkenberger Straße - (PAN/WEIßS-G) ,"Theodor Prüfer, Wiederaufbau, 1948-49 von Herbert Erbs (D); Mausoleum Pistorius, um 1858; Pfarrhaus, um 1900; Grüngestaltung mit Grabmal A. Harder und Gitter; Einfriedung und Stützmauer",1830 und 1899 und 1948-49 und 1858 und 1900
6522,09040600,PAN/WEIßS-G,Pankow,Gesamtanlage,Wohnanlage,,,"Berliner Allee 218, 224, 228/232, 236/238","Graacher Straße 1-5A, 8-12 - Wehlener Straße 1-5A, 6-10A - (PAN/WEIßS-G)",Hermann Dernburg ,1927-29
6523,09030598,PAN/WEIßS-G,Pankow,Gesamtanlage,"Apparate-Werk Carl Otto Raspe (Askania-Haus), Fabrikanlage",,,Berliner Allee 252/260,Liebermannstraße 45/47 - Neumagener Straße 21/33 - (PAN/WEIßS-G),"Richard Schubert, Mauer und Wachturm des MfS, um 1970",1940-41 und 1970
6524,09040273,PAN/PANKO-G +  PAN/PRENZ-G,Pankow,Gesamtanlage,Grenzanlagen mit Mauerabschnitten und Wachtürmen,,,Berliner Mauer, (PAN/PANKO-G) +  (PAN/PRENZ-G) ,,1961-1989
6525,09050444,PAN/FRZBU-G,Pankow,Gesamtanlage,Gemeindeschule Buchholz,,,Berliner Straße 19 (Buchholz), (PAN/FRZBU-G) ,"Julius Schreiber; Schule, 1908 von Julius Schreiber; Turnhalle, 1927",1892 und 1895-1899 und 1908 und 1927
6526,09050578,PAN/PANKO-G,Pankow,Gesamtanlage,"(Pankow), Willner-Weißbierbrauerei, Produktionsgebäude mit historischer technischer Ausstattung, Maschinenhaus, Restaurationsgebäude (ehem. Steuer- und Zollhaus) um",,,Berliner Straße 80/82 (Pankow),"Eschengraben 2, 10/14 - (PAN/PANKO-G)",,1860 und 1905
6527,09050603,PAN/BLANF-G,Pankow,Gesamtanlage,"Botanischer Volkspark, Geologische Wand",,,Blankenfelder Chaussee 5, (PAN/BLANF-G) ,"E. Zache; Hochgewächshäuser mit Verbinder, 1928-29, 1985-86; Inspektorenhaus, 1928-29; Wirtschaftshof, 1928-29, um 1950 und um 1980; Flachgewächshäuser, um 1910, um 1970; steinerne Brücke, um 1910; Topfschuppen, um 1910 (siehe Gartendenkmal Blankenfelder Chaussee 5)",1894-95 und 1928-29 und 1985-86 und 1928-29 und 1928-29 und 1950 und 1980 und 1910 und 1970 und 1910 und 1910
6528,09065232,PAN/PRENZ-G,Pankow,Baudenkmal,257. und 294. Gemeindeschule und 8. Hilfsschule,,,,"(siehe Ensemble Bötzowstraße 4/6,...) - (PAN/PRENZ-G)",Ludwig Hoffmann ,1907-08
6529,09085262,PAN/PANKO-G,Pankow,Gesamtanlage,Wohnanlage,,,Breite Straße 3A-B, (PAN/PANKO-G) ,,1880
6530,09085263,PAN/PANKO-G,Pankow,Gesamtanlage,Pfarrhaus,,,Breite Straße 38,Schulstraße 4 - (PAN/PANKO-G),,1880 und 1900
6531,09050589,PAN/PANKO-G,Pankow,Gesamtanlage,Wohnanlage,,,Brennerstraße 18/48,Brixener Straße 21/25 - Trienter Straße 6/10 - (PAN/PANKO-G),Zeller ,1928-29
6532,09050579,PAN/FRZBU-G,Pankow,Gesamtanlage,"Vorwerk Sperlingslust (Buchholz) mit Achtfamilienhaus (Nr. 22-22C), Pferde- und Rinderstall, Kleintierstall",,,Bucher Straße 22-23D, (PAN/FRZBU-G) ,,1899 und 1913-1914
6533,09090205,PAN/PRENZ-G,Pankow,Gesamtanlage,Wohnanlage der Berliner gemeinnützigen Baugesellschaft,,,Buchholzer Straße 10-22,"Gneiststraße 1-20 - Greifenhagener Straße 1-4, 65-68 - Pappelallee 69-73 - Schönhauser Allee 58-58A, 59A-B - (PAN/PRENZ-G)","J. Hesse, B. Lorenz; Richard Krebs, Eckert & Dannenberg (D) (siehe Ensemble Buchholzer Straße 10-22)",1871-1913
6534,09030613,PAN/WEIßS-G,Pankow,Gesamtanlage,"Kunsthochschule Berlin-Weißensee mit Gartenhof, Ausstellungsfoyer, Unterrichtsgebäude, Mensa- und Aulagebäude",,,Bühringstraße 20, (PAN/WEIßS-G) ,"Selman Selmanagic, unter Beteiligung von Peter Flierl, Erwin Krause und Günther Köhler (D); Verwaltungsgebäude, Funktionsgebäude und ehem. Schwimmbassin, 1933-34 für die Trumpf-Schokoladenfabrik",1955-56 und 1933-34
6535,09040338,PAN/WEIßS-G,Pankow,Gesamtanlage,Wohnanlage,,,"Buschallee 8-23, 24-68, 71-84, 94-107","Gartenstraße 12-13, 22-25A - Hansastraße 174/176 - Sulzfelder Straße 2/6 - (PAN/WEIßS-G)",Bruno Taut (D) (siehe Ensemble Buschallee 1-23),1925-30
6536,09030599,PAN/WEIßS-G,Pankow,Gesamtanlage,Wohnanlage,,,Caseler Straße 1-5,Berliner Allee 196/198 - Trierer Straße 9/17 - (PAN/WEIßS-G),Carl James Bühring ,1913-14
6537,09040595,PAN/WEIßS-G,Pankow,Gesamtanlage,Verwaltungsgebäude der Allgemeinen Ortskrankenkasse und Badehaus,,,Charlottenburger Straße 27-28, (PAN/WEIßS-G) ,E. H. Schweizer ,1927-29
6538,09040596,PAN/WEIßS-G,Pankow,Gesamtanlage,Wohnanlage,,,Charlottenburger Straße 106A-110A,"Eilveser Straße 3/5, 9/13 - Ettersburger Weg 1-6 - Scharnweberstraße 9 - (PAN/WEIßS-G)",Molitz ,1929-30
6539,09090080,PAN/PRENZ-G,Pankow,Gesamtanlage,239. und 296. Gemeindeschule mit Lehrerwohnhaus und Umfassungsmauer,,,, (PAN/PRENZ-G) ,Ludwig Hoffmann (D) ,1906-08
6540,09090081,PAN/PRENZ-G,Pankow,Gesamtanlage,"ehem. Gemeindedoppelschule mit Lehrerwohnhaus, Turnhalle und Umfassungsmauer",,,Christburger Straße 14, (PAN/PRENZ-G) ,,1895-96
6541,09095422,PAN/PRENZ-G,Pankow,Gesamtanlage,Brauerei Pfefferberg,,,Christinenstraße 18-19,Schönhauser Allee 176 - (PAN/PRENZ-G),"Carl Koeppen, A. Rohmer, G. Dittrich (D) (siehe Ensemble Christinenstraße 4... und Gartendenkmal Christinenstraße 18-19)",1842-1914
6542,09070139,PAN/PRENZ-G,Pankow,Gesamtanlage,162. und 197. Gemeindeschule mit Rektorenwohnhaus,,,, (PAN/PRENZ-G) ,Hermann Blankenstein und Vinzent Dylewski ,1893-94
6543,09090085,PAN/PRENZ-G,Pankow,Gesamtanlage,Gaswerk,,,"Danziger Straße 101/105, 111", (PAN/PRENZ-G) ,,1872-1874 und 1901 und 1902 und 1906 und 1913
6544,09030219,PAN/PANKO-G,Pankow,Gesamtanlage,Evangelische Friedenskirche,,,Dietzgenstraße 19/23, Ossietzkyplatz - (PAN/PANKO-G) ,"Eduard Bürkner (D) mit Freiflächen und Kirchhof; Gemeindeschule, Umbau 1901-02 zum Pfarrhaus",1869-71 und 1901-02
6545,09030213,PAN/NIEDS-G,Pankow,Gesamtanlage,"Straßenbahn-Betriebshof, Hauptgebäude, Werkstattanlagen, Halle, Verwaltungsgebäude, Vorplatz",,,Dietzgenstraße 100, Schillerstraße - (PAN/NIEDS-G) ,"Joseph Fischer-Dick; Anbau, 1924 von Jean Krämer, Gleisanlage mit Kanälen (D)",1900-01 und 1924
6546,09030259,PAN/ROSET-G,Pankow,Gesamtanlage,auf dem Friedhof der Gethsemane-Kirchengemeinde,,,Dietzgenstraße 120, (PAN/ROSET-G) ,,1897 und 1910 und 1900
6547,09030260,PAN/ROSET-G,Pankow,Gesamtanlage,Kapelle,,,Dietzgenstraße 132, (PAN/ROSET-G) ,Sievert und Grabmäler für die Gefallenen des I. Weltkrieges auf dem Friedhof der Himmelfahrt- und Friedenskirchengemeinde ,1897-98
6548,09050610,PAN/FRZBU-G,Pankow,Gesamtanlage,Kapelle,,,Dietzgenstraße 158, (PAN/FRZBU-G) ,,1908 und 1900 und 1900
6549,09030261,PAN/ROSET-G,Pankow,Gesamtanlage,"Nordend-Arena, Umkleidegebäude und Fachwerkzweckbauten, Tribüne",,,Dietzgenstraße 187/189, (PAN/ROSET-G) ,,1920-25
6550,09050580,PAN/PANKO-G,Pankow,Gesamtanlage,Wohnanlage,,,Dolomitenstraße 15/39, (PAN/PANKO-G) ,,1929-30
6551,09065200,PAN/PRENZ-G,Pankow,Gesamtanlage,42. und 275. Gemeindeschule mit Lehrerwohnhaus,,,, (PAN/PRENZ-G) ,Ludwig Hoffmann ,1907-08
