,ID,Ortsteil,Bezirk,Typ,Bezeichnung,Ensemble_Info,Zugehörigkeit,Adresse,Adresse2,Architekt und weitere Informationen,Jahr
0,09020353,CHA-WIL/WESTE-E,Charlottenburg-Wilmersdorf,Ensemble,Wohnhäuser,ganzes Ensemble,Baudenkmal siehe: Badenallee 30,Badenallee 29-30,,,
1,09020354,CHA-WIL/WESTE-E,Charlottenburg-Wilmersdorf,Ensemble,Haus Hübner,Ensemble-Bestandteil,,Badenallee 29,,Paul G. R. Baumgarten ,1938-39
2,09011386,CHA-WIL/WILMD-E,Charlottenburg-Wilmersdorf,Ensemble,Wohnblöcke,Ensemble-Bestandteil,Gesamtanlage siehe: Binger Straße 75-77A - Baudenkmal siehe: Binger Straße 10-15,"Binger Straße 10-16, 18-23, 66-72, 75-77A","Eberbacher Straße 17-21, 24, 26-31 - Homburger Straße 45, 49-54 - Johannisberger Straße 12-14, 17-22 - Nauheimer Straße 41-41A, 46-46A - Schlangenbader Straße 77-81, 84-92 - Wiesbadener Straße 41-49",,
3,09011627,CHA-WIL/WILMD-E,Charlottenburg-Wilmersdorf,Ensemble,Wohnblock,Ensemble-Bestandteil,,Binger Straße 16 / Homburger Straße 49/53 / Schlangenbader Straße 84,,Alfred Gerschel ,1930
4,09011630,CHA-WIL/WILMD-E,Charlottenburg-Wilmersdorf,Ensemble,Wohnblock,Ensemble-Bestandteil,,Binger Straße 18-20 / Eberbacher Straße 24/30 / Schlangenbader Straße 80-81,,Heinz Stoffregen ,1928
5,09011628,CHA-WIL/WILMD-E,Charlottenburg-Wilmersdorf,Ensemble,Wohnblock,Ensemble-Bestandteil,,Binger Straße 21-23 / Eberbacher Straße 27/31 / Schlangenbader Straße 77-79 / Wiesbadener Straße 45-49,,Mebes & Emmerich ,1926-27
6,09011629,CHA-WIL/WILMD-E,Charlottenburg-Wilmersdorf,Ensemble,Wohnblock,Ensemble-Bestandteil,,Binger Straße 66-68 / Eberbacher Straße 17/21 / Johannisberger Straße 19-22 / Wiesbadener Straße 41-44,,Erich Bohne ,1928-29
7,09011631,CHA-WIL/WILMD-E,Charlottenburg-Wilmersdorf,Ensemble,Wohnblock,Ensemble-Bestandteil,,Binger Straße 69-72 / Eberbacher Straße 18/20 / Homburger Straße 45 / Johannisberger Straße 17-18A,,Alfred Gerschel ,1929-30
8,09046400,CHA-WIL/GRUNE-E,Charlottenburg-Wilmersdorf,Ensemble,"Palais Mendelssohn, Landhausanlage und Gasleuchten im Straßenraum",ganzes Ensemble,Baudenkmale siehe: Bismarckallee 19A...; Herthastraße 5,"Bismarckallee 19A, 21B-D, 23",Herthastraße 3/5,,
9,09046401,CHA-WIL/GRUNE-E,Charlottenburg-Wilmersdorf,Ensemble,Palais,Ensemble-Bestandteil,,"Palais, 1896-98 von Ernst von Ihne",,"Ernst von Ihne, Umbauten nach 1945",1896-98 und 1945
10,09020356,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Theater und Geschäftshaus,ganzes Ensemble,Baudenkmal siehe: Bismarckstraße 110,Bismarckstraße 109-110,Am Schillertheater 2/4 - Schillerstraße 9,,
11,09020357,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Haus der Wirtschaft, Büro- und Geschäftshaus",Ensemble-Bestandteil,,Bismarckstraße 109 / Am Schillertheater 2,,Kurt Enderlein ,1952-53
12,09097799,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Büro- und Geschäftshaus,Ensemble-Bestandteil,,Am Schillertheater 4,,Eduard Ludwig ,1958-59
13,09020359,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshäuser, Schule",Ensemble-Bestandteil,Gesamtanlage siehe: Bleibtreustraße 43 / Knesebeckstraße 24-25 - Baudenkmale siehe: Bleibtreustraße 15-16; 17; 20; 40; 42; Knesebeckstraße 33-34; Mommsenstraße 5; 6; 66,"Bleibtreustraße 15-17, 19-20, 40-43","Knesebeckstraße 24-25, 33-34, 68-69 - Mommsenstraße 1-6, 64-68, 69-70 - Schlüterstraße 51",,
14,09020369,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Bleibtreustraße 19,,Gustav Paulsen ,1902-03
15,09020370,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden, Gaststätte",Ensemble-Bestandteil,,Bleibtreustraße 41 / Mommsenstraße,,Bernhard Hellwag ,1897-98
16,09020371,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Knesebeckstraße 68-69,,O. Herold ,1903-04
17,09020372,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Mommsenstraße 1,,Bernhard Hellwag ,1898-99
18,09020373,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Mommsenstraße 2,,Johannes Mathiesen ,1898
19,09020374,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Mommsenstraße 3,,Gustav Bähr ,1897-98
20,09020375,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Mommsenstraße 4,,Bernhard Hellwag ,1898-99
21,09020376,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Mommsenstraße 64 / Schlüterstraße 51,,August Hoffmann ,1901-02
22,09020377,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Mommsenstraße 65,,Ludwig Bosse ,1901-02
23,09020378,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Mommsenstraße 67,,Carl Fritz ,1904-05
24,09020379,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Mommsenstraße 68,,Carl Fritz ,1902-03
25,09020380,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Mommsenstraße 69,,Carl Fritz ,1901-02
26,09020381,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Mommsenstraße 70,,Wilhelm Lagotz ,1899-1900
27,09040104,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Breitscheidplatz, Wiederaufbaugebiet „Rund um den Zoo“, (City-West), Kirche, Büro- und Geschäftshäuser, Kinos",Ensemble-Bestandteil,Gesamtanlagen siehe: Breitscheidplatz; Budapester Straße 38/50 - Baudenkmale siehe: Kurfürstendamm 234; 236; 237; Tauentzienstraße 9; 13,Breitscheidplatz,"Budapester Straße 38/50, 45 - Hardenbergplatz 2 - Hardenbergstraße 29, 29A, D - Kurfürstendamm 234-237 - Kantstraße 1, 165 - Rankestraße 1-1A, 36 - Tauentzienstraße 9, 13, 13A,",,
28,09040105,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Brunnenanlage (Weltkugelbrunnen) mit Treppen, Café und Läden",Ensemble-Bestandteil,,Breitscheidplatz,,"Krusnik & Reith (Architekten), Joachim Schmettau (Bildhauer) ",1981-83
29,09040106,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Berolina-Haus, Wohn- und Geschäftshaus",Ensemble-Bestandteil,,Kurfürstendamm 235,,"Graaf, Schweger und Partner ",1983-86
30,09040163,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Tauentzienstraße 13A,,G. Schnitger ,1893-94
31,09020382,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshäuser, Ledigenheim, Gasleuchten im Straßenraum",Ensemble-Bestandteil,Baudenkmale siehe: Christstraße 33; 34; 35; 36; 37; 39; 40; Danckelmannstraße 10; 21; 41; 46-47; Nehringstraße 1; 3; 3A; Sophie-Charlotten-Straße 88,"Christstraße 1, 4-5, 7-10, 33-43","Danckelmannstraße 10-11, 13-21, 41-51 - Knobelsdorffstraße 17-22, 24/50 - Nehringstraße 1-6, 13, 34 - Neufertstraße 4-14, 16 - Seelingstraße 3-23, 24/26, 29/39, 42-49, 51-54, 56-60 - Sophie-Charlotten-Straße 88-89",,
32,09020383,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Christstraße 1 / Nehringstraße,,Louis Mittelmeyer ,1888-89
33,09020384,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Christstraße 4,,F. Mair Rolph ,1873-74
34,09020385,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Christstraße 5,,Ernst George ,1873-74
35,09020386,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Christstraße 7,,Carl Weithaase ,1901-02
36,09020387,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Christstraße 8,,Ernst George ,1887-88
37,09020388,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Christstraße 8A,,Alfred Schrobsdorff ,1902
38,09020389,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Christstraße 9,,F. Mair Rolph ,1873-74
39,09020390,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Christstraße 10,,Ernst George ,1873-74
40,09020391,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Christstraße 38,,Robert Thiele ,1900-01
41,09035427,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Garagenhof mit Werkstattbau,Ensemble-Bestandteil,,Christstraße 39,,,1913-20
42,09020392,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Christstraße 41,,Ernst George; Umbau 1928 von Ludwig Kremmer; Umbau 1964,1873 und 1928 und 1964
43,09020393,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Christstraße 42,,Franz Kemnitz ,1889-90
44,09020394,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 11 / Seelingstraße 42,,Alfred Schrobsdorff ,1887-88
45,09020395,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 13,,Georges Heinecke ,1890
46,09020396,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 14,,Bernd Schmidt ,1891-92
47,09020397,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 15,,Ross & Heinecke ,1892-93
48,09020398,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 16,,H. Enders ,1902-04
49,09020399,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Danckelmannstraße 17,,H. Enders ,1901-02
50,09020400,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 18,,Johann Krenz ,1894-95
51,09020401,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 19,,,1893-94
52,09020402,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 20,,Ludwig Gieseler und Albert Schubert (?) ,1901-02
53,09020403,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 42,,Alfred Schrobsdorff ,1892-93
54,09020404,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 43,,H. Wachtel ,1892-93
55,09020405,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 44,,Ernst Teichmann ,1893-95
56,09020406,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 45,,Robert Schubert ,1893-95
57,09020407,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 48,,G. Eichner ,1893
58,09020408,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 49,,W. Raubert ,1892-95
59,09020409,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 50,,Alfred Schrobsdorff ,1890-91
60,09020410,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Danckelmannstraße 51 / Seelingstraße 39,,Berthold Häusler; Umbau 1980,1886-87 und 1980
61,09020411,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 17,,Herrmann Günther ,1892-93
62,09020412,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 18,,Wilhelm Laegel ,1891
63,09020413,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Knobelsdorffstraße 19/21,,Wilhelm Klopsch ,1892-94
64,09020414,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 20,,"Freier, Eugen & Geiseler ",1892-93
65,09020415,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 22,,C. Helbig ,1900-01
66,09020416,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 24,,Friedrich Karsch & Co. ,1904-06
67,09020417,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 26,,Paul Beer und G. Ebel ,1888-90
68,09020418,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 28,,C. Friedrichs ,1886-87
69,09020419,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 30,,Hermann Günther ,1894-95
70,09020420,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 32,,Oscar Grunow ,1899-1900
71,09020421,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Lokal",Ensemble-Bestandteil,,Knobelsdorffstraße 34,,C. Lindemann ,1891-92
72,09020422,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 38 / Danckelmannstraße,,A. Laegel ,1888-89
73,09020423,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 40,,A. Laegel ,1890-91
74,09020424,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Knobelsdorffstraße 42,,C. Johl ,1873-74
75,09020425,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Knobelsdorffstraße 44,,Hans Frank ,1906-07
76,09020426,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 46,,H. Enders ,1889-90
77,09020427,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 48,,H. Enders ,1889-93
78,09020428,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Knobelsdorffstraße 50,,H. Enders ,1891-92
79,09020429,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Nehringstraße 2,,Hermann Fischer und Paul Schöne ,1903
80,09020430,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Nehringstraße 4,,Carl König ,1903-04
81,09020431,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Nehringstraße 4A,,K. Zehmisch ,1903-05
82,09020432,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Nehringstraße 5,,E. Habel ,1888-89
83,09020433,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Nehringstraße 6,,Hermann Marunge ,1888-89
84,09020434,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Nehringstraße 13,,Walter Zander ,1902-03
85,09020435,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Nehringstraße 34 / Neufertstraße 13,,Wilhelm Schöltz ,1890-91
86,09020436,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Neufertstraße 4,,Hermann Marunge ,1889-90
87,09020437,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Neufertstraße 5,,F. Nürnberg ,1892-95
88,09020438,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Neufertstraße 6,,W. Schure ,1889-90
89,09020439,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Neufertstraße 7,,Ernst George ,1887
90,09020440,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Neufertstraße 8,,W. Schure ,1889-90
91,09020441,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Neufertstraße 9,,,1894-95
92,09020442,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Neufertstraße 10,,"Salow, Möller & Stegemann ",1891-94
93,09020443,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Neufertstraße 11,,,1884
94,09020444,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Neufertstraße 12,,"Salow, Möller & Stegemann ",1892-93
95,09020445,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Neufertstraße 14,,"Salow, Möller & Stegemann ",1890-92
96,09020446,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Neufertstraße 16,,"Salow, Möller & Stegemann ",1890-92
97,09020447,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 3,,Heinrich Salow; Umbau 1981,1888-89 und 1981
98,09020448,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 4,,Hans Schulze ,1889
99,09020449,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 5,,Heinrich Salow ,1887-88
100,09020450,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 6,,Hans Schulze ,1889-90
101,09020451,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 7,,Heinrich Salow ,1887-88
102,09020452,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 8,,Hans Schulze und Carl Harnisch ,1889-90
103,09020453,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 9,,Heinrich Salow ,1888-89
104,09020454,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 10,,Hans Schulze ,1889-90
105,09020455,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 11,,"Salow, Möller & Stegemann ",1888-89
106,09020456,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 12,,Hans Schulze ,1889-90
107,09020457,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 13 / Nehringstraße,,Heinrich Salow ,1888-89
108,09020458,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 14 / Nehringstraße,,Adolf Hornemann ,1899-1900
109,09020459,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 15 / Nehringstraße,,Ernst George ,1876-77
110,09020460,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden, Lokal",Ensemble-Bestandteil,,Seelingstraße 16 / Nehringstraße,,Wilhelm Schöltz ,1886-87
111,09020461,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 17,,E. Ehrlich ,1886
112,09020462,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 18,,Wilhelm Schöltz; Umbau 1950,1885 und 1950
113,09020463,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 19,,,1891
114,09020464,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 20,,H. Enders ,1891-92
115,09020465,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 21,,R. Schmidt ,1897-98
116,09020466,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 22,,H. Enders ,1891-92
117,09020467,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 23,,Fr. Sydow und L. Zeitler ,1873-76
118,09020468,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 24/26,,Hermann Gericke ,1904
119,09020469,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 29,,Alfred Schrobsdorff ,1886-87
120,09020470,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 31,,Albert Schulze ,1896-97
121,09020471,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 33,,Ernst George ,1877-78
122,09020472,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 35,,Ernst George ,1877-78
123,09020473,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 37,,,1887-88
124,09020474,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,"Mietshaus, Läden",Ensemble-Bestandteil,,Seelingstraße 43,,Franz Kemnitz ,1887-88
125,09020475,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 44,,A. Laegel ,1885
126,09020476,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 45,,C. Matz ,1886-89
127,09020477,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 46,,A. Laegel und Wilhelm Schöltz ,1885
128,09020478,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 47/49,,C. Matz ,1887-88
129,09020479,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 48,,Ernst George ,1884-85
130,09020480,CHA-WIL/CHARL-E,Charlottenburg-Wilmersdorf,Ensemble,Mietshaus,Ensemble-Bestandteil,,Seelingstraße 51/53,,G. Schümann und Hermann Keim ,1886-87
